"id","name","region","federal_district","population","foundation_year","status","old_name","latitude","longitude"
"1103","Эртиль","Воронежская область","Центральный","10024","1897","1963","Ертил","51.8367188","40.7982804"
"1104","Югорск","Ханты-Мансийский АО","Уральский","38238","1962","1992","Комсомольский (до 1992)","61.3149709","63.3315999"
"1105","Южа","Ивановская область","Центральный","12957","1628","1925","","56.5840428","42.0109249"
"1106","Южно-Сахалинск","Сахалинская область","Дальневосточный","181587","1882","1905","Владимировка (до 1905); Тоёхара (до 1947)","46.9574273","142.727438"
"1107","Южно-Сухокумск","Дагестан","Северо-Кавказский","10503","1958","1988","","44.6592701","45.6501591"
"1108","Южноуральск","Челябинская область","Уральский","37478","1948","1963","Нижнеувельский острог (до 1775), Нижнеувельская слобода (до 1843), Нижнеувельская станица (до 1924), Увельское (до 1948)","54.4425364","61.2682731"
"1109","Юрга","Кемеровская область","Сибирский","79693","1886","1949","","55.7136","84.934799"
"1110","Юрьев-Польский","Владимирская область","Центральный","17276","1152","1778","","56.4971948","39.67864"
"1111","Юрьевец","Ивановская область","Центральный","7899","1225","1778","","57.3178792","43.1110178"
"1112","Юрюзань","Челябинская область","Уральский","10284","1758","1943","Юрюзанский завод (до 1943)","54.870075","58.427807"
"1113","Юхнов","Калужская область","Центральный","6610","1410","1777","","54.7415766","35.2264393"
"1114","Ядрин","Чувашия","Приволжский","7918","1590","1781","","55.9407976","46.2006586"
"1115","Якутск","Якутия","Дальневосточный","355443","1632","1643","Ленский острог, Якутский острог","62.0274078","129.7319787"
"1116","Ялта","Крым","Южный","74652","1154","1838","Красноармейск (с 1921 до 1922)","44.4796331","34.1548975"
"1117","Ялуторовск","Тюменская область","Уральский","38853","1659","1782","","56.654934","66.312752"
"1118","Янаул","Башкортостан","Приволжский","25908","1730-е","1991","","56.2714237","54.9294823"
"1119","Яранск","Кировская область","Приволжский","14284","1584","1780","","57.3042882","47.8855774"
"1120","Яровое","Алтайский край","Сибирский","16424","1943","1993","","52.919704","78.563568"
"1121","Ярославль","Ярославская область","Центральный","577279","1010","1071","","57.6508432","39.8718634"
